TicketNumber,Price,DateOfPurchase,TicketCode
113777,8.0000000000,2019-01-16,2
113778,12.0000000000,2019-01-16,1
113779,12.0000000000,2019-01-16,1
113780,10.0000000000,2019-01-16,4
113781,10.0000000000,2019-01-16,4
113782,10.0000000000,2019-01-16,3
113783,12.0000000000,2019-01-16,1
113784,10.0000000000,2019-01-16,3
113785,12.0000000000,2019-01-16,1
113786,10.0000000000,2019-01-16,3
113787,10.0000000000,2019-01-16,4
113788,8.0000000000,2019-01-16,2
113789,12.0000000000,2019-01-16,1
113790,12.0000000000,2019-01-16,1
113791,10.0000000000,2019-01-16,4
113792,10.0000000000,2019-01-16,4
113793,10.0000000000,2019-01-16,3
113794,12.0000000000,2019-01-16,1
113795,10.0000000000,2019-01-16,3
113796,10.0000000000,2019-01-16,4
113797,8.0000000000,2019-01-16,2
113798,10.0000000000,2019-01-16,4
113799,10.0000000000,2019-01-16,4
113800,10.0000000000,2019-01-16,3
113801,8.0000000000,2019-01-16,2
113802,8.0000000000,2019-01-16,2
113803,10.0000000000,2019-01-16,4
113804,8.0000000000,2019-01-16,2
113805,10.0000000000,2019-01-16,4
113806,10.0000000000,2019-01-16,3
113807,10.0000000000,2019-01-16,3
113808,8.0000000000,2019-01-16,2
113809,10.0000000000,2019-01-16,4
113810,12.0000000000,2019-01-16,1
113811,10.0000000000,2019-01-16,3
113812,12.0000000000,2019-01-16,1
113813,10.0000000000,2019-01-16,3
113814,12.0000000000,2019-01-16,1
113815,10.0000000000,2019-01-16,4
113816,10.0000000000,2019-01-16,4
113817,10.0000000000,2019-01-16,3
113818,12.0000000000,2019-01-16,1
113819,12.0000000000,2019-01-16,1
113820,10.0000000000,2019-01-16,4
113821,8.0000000000,2019-01-16,2
113822,8.0000000000,2019-01-16,2
113823,12.0000000000,2019-01-16,1
113824,10.0000000000,2019-01-16,3
113825,10.0000000000,2019-01-16,3
113826,8.0000000000,2019-01-16,2
113827,10.0000000000,2019-01-16,4
113828,12.0000000000,2019-01-16,1
113829,10.0000000000,2019-01-16,3
113830,12.0000000000,2019-01-16,1
113831,8.0000000000,2019-01-16,2
113832,10.0000000000,2019-01-16,4
113833,8.0000000000,2019-01-16,2
113834,10.0000000000,2019-01-16,3
113835,12.0000000000,2019-01-16,1
113836,10.0000000000,2019-01-16,3
113837,8.0000000000,2019-01-16,2
113838,10.0000000000,2019-01-16,4
113839,8.0000000000,2019-01-16,2
113840,10.0000000000,2019-01-16,4
113841,12.0000000000,2019-01-16,1
113842,10.0000000000,2019-01-16,3
113843,12.0000000000,2019-01-16,1
113844,10.0000000000,2019-01-16,4
113845,10.0000000000,2019-01-16,4
113846,10.0000000000,2019-01-16,3
113847,12.0000000000,2019-01-16,1
113848,8.0000000000,2019-01-16,2
113849,10.0000000000,2019-01-16,4
113850,8.0000000000,2019-01-16,2
113851,10.0000000000,2019-01-16,3
113852,12.0000000000,2019-01-16,1
113853,10.0000000000,2019-01-16,3
113854,10.0000000000,2019-01-16,4
113855,8.0000000000,2019-01-16,2
113856,12.0000000000,2019-01-16,1
113857,12.0000000000,2019-01-16,1
113858,10.0000000000,2019-01-16,4
113859,8.0000000000,2019-01-16,2
113860,8.0000000000,2019-01-16,2
113861,10.0000000000,2019-01-16,4
113862,10.0000000000,2019-01-16,3
113863,12.0000000000,2019-01-16,1
113864,12.0000000000,2019-01-16,1
113865,10.0000000000,2019-01-16,4
113866,8.0000000000,2019-01-16,2
113867,10.0000000000,2019-01-16,3
113868,12.0000000000,2019-01-16,1
113869,10.0000000000,2019-01-16,3
113870,10.0000000000,2019-01-16,3
113871,10.0000000000,2019-01-16,3
113872,8.0000000000,2019-01-16,2
113873,10.0000000000,2019-01-16,4
113874,10.0000000000,2019-01-16,4
113875,8.0000000000,2019-01-16,2
113876,10.0000000000,2019-01-16,4
113877,12.0000000000,2019-01-16,1
113878,12.0000000000,2019-01-16,1
113879,10.0000000000,2019-01-17,3
113880,12.0000000000,2019-01-17,1
113881,8.0000000000,2019-01-17,2
113882,10.0000000000,2019-01-17,4
113883,12.0000000000,2019-01-17,1
113884,10.0000000000,2019-01-17,3
113885,12.0000000000,2019-01-17,1
113886,8.0000000000,2019-01-17,2
113887,10.0000000000,2019-01-17,4
113888,10.0000000000,2019-01-17,3
113889,12.0000000000,2019-01-17,1
113890,10.0000000000,2019-01-17,3
113891,10.0000000000,2019-01-17,3
113892,10.0000000000,2019-01-17,3
113893,10.0000000000,2019-01-17,4
113894,8.0000000000,2019-01-17,2
113895,10.0000000000,2019-01-17,4
113896,12.0000000000,2019-01-17,1
113897,10.0000000000,2019-01-17,3
113898,12.0000000000,2019-01-17,1
113899,10.0000000000,2019-01-17,4
113900,8.0000000000,2019-01-17,2
113901,10.0000000000,2019-01-17,3
113902,12.0000000000,2019-01-17,1
113903,10.0000000000,2019-01-17,3
113904,12.0000000000,2019-01-17,1
113905,8.0000000000,2019-01-17,2
113906,10.0000000000,2019-01-17,4
113907,8.0000000000,2019-01-17,2
113908,10.0000000000,2019-01-17,3
113909,12.0000000000,2019-01-17,1
113910,10.0000000000,2019-01-17,3
113911,10.0000000000,2019-01-17,4
113912,8.0000000000,2019-01-17,2
113913,8.0000000000,2019-01-17,2
113914,8.0000000000,2019-01-17,2
113915,12.0000000000,2019-01-17,1
113916,10.0000000000,2019-01-17,3
113917,12.0000000000,2019-01-17,1
113918,10.0000000000,2019-01-17,3
113919,10.0000000000,2019-01-17,3
113920,8.0000000000,2019-01-17,2
113921,10.0000000000,2019-01-17,4
113922,12.0000000000,2019-01-17,1
113923,10.0000000000,2019-01-17,3
113924,12.0000000000,2019-01-17,1
113925,8.0000000000,2019-01-17,2
113926,10.0000000000,2019-01-17,4
113927,8.0000000000,2019-01-17,2
113928,10.0000000000,2019-01-17,4
113929,10.0000000000,2019-01-17,3
113930,12.0000000000,2019-01-17,1
113931,8.0000000000,2019-01-17,2
113932,10.0000000000,2019-01-17,4
113933,8.0000000000,2019-01-17,2
113934,10.0000000000,2019-01-17,4
113935,10.0000000000,2019-01-17,3
113936,10.0000000000,2019-01-17,3
113937,8.0000000000,2019-01-17,2
113938,10.0000000000,2019-01-17,4
113939,10.0000000000,2019-01-17,4
113940,10.0000000000,2019-01-17,3
113941,12.0000000000,2019-01-17,1
113942,12.0000000000,2019-01-17,1
113943,10.0000000000,2019-01-17,3
113944,10.0000000000,2019-01-17,3
113945,12.0000000000,2019-01-17,1
113946,10.0000000000,2019-01-17,3
113947,10.0000000000,2019-01-17,4
113948,8.0000000000,2019-01-17,2
113949,12.0000000000,2019-01-17,1
113950,12.0000000000,2019-01-17,1
113951,10.0000000000,2019-01-17,3
113952,12.0000000000,2019-01-17,1
113953,8.0000000000,2019-01-17,2
113954,10.0000000000,2019-01-17,4
113955,8.0000000000,2019-01-17,2
113956,12.0000000000,2019-01-17,1
113957,10.0000000000,2019-01-17,3
113958,10.0000000000,2019-01-18,4
113959,8.0000000000,2019-01-18,2
113960,10.0000000000,2019-01-18,4
113961,8.0000000000,2019-01-18,2
113962,10.0000000000,2019-01-18,4
113963,10.0000000000,2019-01-18,3
113964,10.0000000000,2019-01-18,3
113965,8.0000000000,2019-01-18,2
113966,10.0000000000,2019-01-18,4
113967,10.0000000000,2019-01-18,4
113968,8.0000000000,2019-01-18,2
113969,12.0000000000,2019-01-18,1
113970,12.0000000000,2019-01-18,1
113971,10.0000000000,2019-01-18,3
113972,8.0000000000,2019-01-18,2
113973,8.0000000000,2019-01-18,2
113974,12.0000000000,2019-01-18,1
113975,10.0000000000,2019-01-18,3
113976,12.0000000000,2019-01-18,1
113977,10.0000000000,2019-01-18,3
113978,10.0000000000,2019-01-18,4
113979,8.0000000000,2019-01-18,2
113980,10.0000000000,2019-01-18,4
113981,10.0000000000,2019-01-18,3
113982,10.0000000000,2019-01-18,3
113983,8.0000000000,2019-01-18,2
113984,10.0000000000,2019-01-18,4
113985,8.0000000000,2019-01-18,2
113986,10.0000000000,2019-01-18,4
113987,10.0000000000,2019-01-18,4
113988,10.0000000000,2019-01-18,3
113989,8.0000000000,2019-01-18,2
113990,8.0000000000,2019-01-18,2
113991,10.0000000000,2019-01-18,4
113992,8.0000000000,2019-01-18,2
113993,10.0000000000,2019-01-18,4
113994,12.0000000000,2019-01-18,1
113995,10.0000000000,2019-01-18,3
113996,8.0000000000,2019-01-18,2
113997,10.0000000000,2019-01-18,4
113998,8.0000000000,2019-01-18,2
113999,10.0000000000,2019-01-18,4
114000,8.0000000000,2019-01-18,2
114001,10.0000000000,2019-01-18,3
114002,12.0000000000,2019-01-18,1
114003,10.0000000000,2019-01-18,4
114004,10.0000000000,2019-01-18,4
114005,10.0000000000,2019-01-18,3
114006,12.0000000000,2019-01-18,1
114007,12.0000000000,2019-01-18,1
114008,10.0000000000,2019-01-18,3
114009,8.0000000000,2019-01-18,2
114010,8.0000000000,2019-01-18,2
114011,10.0000000000,2019-01-18,4
114012,10.0000000000,2019-01-18,3
114013,12.0000000000,2019-01-18,1
114014,10.0000000000,2019-01-18,3
114015,12.0000000000,2019-01-18,1
114016,10.0000000000,2019-01-18,3
114017,8.0000000000,2019-01-18,2
114018,8.0000000000,2019-01-18,2
114019,10.0000000000,2019-01-18,4
114020,8.0000000000,2019-01-18,2
114021,10.0000000000,2019-01-18,4
114022,10.0000000000,2019-01-18,3
114023,10.0000000000,2019-01-18,3
114024,8.0000000000,2019-01-18,2
114025,10.0000000000,2019-01-18,4
114026,8.0000000000,2019-01-18,2
114027,10.0000000000,2019-01-18,4
114028,10.0000000000,2019-01-18,3
114029,10.0000000000,2019-01-18,3
114030,8.0000000000,2019-01-18,2
114031,10.0000000000,2019-01-18,4
114032,10.0000000000,2019-01-18,4
114033,8.0000000000,2019-01-18,2
114034,10.0000000000,2019-01-18,4
114035,12.0000000000,2019-01-18,1
114036,12.0000000000,2019-01-18,1
114037,10.0000000000,2019-01-18,3
114038,12.0000000000,2019-01-18,1
114039,10.0000000000,2019-01-18,3
114040,10.0000000000,2019-01-18,4
114041,8.0000000000,2019-01-18,2
114042,12.0000000000,2019-01-18,1
114043,12.0000000000,2019-01-18,1
114044,10.0000000000,2019-01-18,3
114045,10.0000000000,2019-01-18,3
114046,12.0000000000,2019-01-18,1
114047,10.0000000000,2019-01-18,3
114048,10.0000000000,2019-01-18,3
114049,12.0000000000,2019-01-18,1
114050,10.0000000000,2019-01-18,4
114051,8.0000000000,2019-01-18,2
114052,10.0000000000,2019-01-18,4
114053,8.0000000000,2019-01-19,2
114054,10.0000000000,2019-01-19,4
114055,10.0000000000,2019-01-19,3
114056,10.0000000000,2019-01-19,3
114057,12.0000000000,2019-01-19,1
114058,10.0000000000,2019-01-19,3
114059,10.0000000000,2019-01-19,4
114060,8.0000000000,2019-01-19,2
114061,10.0000000000,2019-01-19,4
114062,10.0000000000,2019-01-19,3
114063,12.0000000000,2019-01-19,1
114064,10.0000000000,2019-01-19,3
114065,10.0000000000,2019-01-19,4
114066,8.0000000000,2019-01-19,2
114067,10.0000000000,2019-01-19,4
114068,10.0000000000,2019-01-19,3
114069,12.0000000000,2019-01-19,1
114070,12.0000000000,2019-01-19,1
114071,10.0000000000,2019-01-19,4
114072,10.0000000000,2019-01-19,3
114073,12.0000000000,2019-01-19,1
114074,8.0000000000,2019-01-19,2
114075,10.0000000000,2019-01-19,4
114076,8.0000000000,2019-01-19,2
114077,10.0000000000,2019-01-19,4
114078,10.0000000000,2019-01-19,4
114079,10.0000000000,2019-01-19,3
114080,8.0000000000,2019-01-19,2
114081,12.0000000000,2019-01-19,1
114082,10.0000000000,2019-01-19,3
114083,10.0000000000,2019-01-19,3
114084,12.0000000000,2019-01-19,1
114085,10.0000000000,2019-01-19,3
114086,8.0000000000,2019-01-19,2
114087,10.0000000000,2019-01-19,4
114088,8.0000000000,2019-01-19,2
114089,10.0000000000,2019-01-19,4
114090,8.0000000000,2019-01-19,2
114091,12.0000000000,2019-01-19,1
114092,8.0000000000,2019-01-19,2
114093,10.0000000000,2019-01-19,4
114094,8.0000000000,2019-01-19,2
114095,10.0000000000,2019-01-19,4
114096,8.0000000000,2019-01-19,2
114097,12.0000000000,2019-01-19,1
114098,10.0000000000,2019-01-19,3
114099,10.0000000000,2019-01-19,4
114100,10.0000000000,2019-01-19,3
114101,12.0000000000,2019-01-19,1
114102,8.0000000000,2019-01-19,2
114103,10.0000000000,2019-01-19,4
114104,10.0000000000,2019-01-19,3
114105,8.0000000000,2019-01-19,2
114106,8.0000000000,2019-01-20,2
114107,10.0000000000,2019-01-20,4
114108,8.0000000000,2019-01-20,2
114109,10.0000000000,2019-01-20,4
114110,10.0000000000,2019-01-20,3
114111,12.0000000000,2019-01-20,1
114112,10.0000000000,2019-01-20,3
114113,12.0000000000,2019-01-20,1
114114,10.0000000000,2019-01-20,3
114115,8.0000000000,2019-01-20,2
114116,10.0000000000,2019-01-20,3
114117,8.0000000000,2019-01-20,2
114118,10.0000000000,2019-01-20,3
114119,12.0000000000,2019-01-20,1
114120,10.0000000000,2019-01-20,4
114121,8.0000000000,2019-01-20,2
114122,10.0000000000,2019-01-20,3
114123,8.0000000000,2019-01-20,2
114124,10.0000000000,2019-01-20,4
114125,8.0000000000,2019-01-20,2
114126,10.0000000000,2019-01-20,4
114127,8.0000000000,2019-01-20,2
114128,12.0000000000,2019-01-20,1
114129,12.0000000000,2019-01-20,1
114130,10.0000000000,2019-01-20,3
114131,8.0000000000,2019-01-20,2
114132,10.0000000000,2019-01-20,3
114133,8.0000000000,2019-01-20,2
114134,10.0000000000,2019-01-20,4
114135,8.0000000000,2019-01-20,2
114136,10.0000000000,2019-01-20,4
114137,12.0000000000,2019-01-20,1
114138,10.0000000000,2019-01-20,3
114139,12.0000000000,2019-01-20,1
114140,8.0000000000,2019-01-20,2
114141,12.0000000000,2019-01-20,1
114142,8.0000000000,2019-01-20,2
114143,10.0000000000,2019-01-20,4
114144,8.0000000000,2019-01-20,2
114145,12.0000000000,2019-01-20,1
114146,10.0000000000,2019-01-20,3
114147,10.0000000000,2019-01-21,4
114148,8.0000000000,2019-01-21,2
114149,10.0000000000,2019-01-21,4
114150,8.0000000000,2019-01-21,2
114151,10.0000000000,2019-01-21,4
114152,8.0000000000,2019-01-21,2
114153,10.0000000000,2019-01-21,4
114154,12.0000000000,2019-01-21,1
114155,10.0000000000,2019-01-21,3
114156,8.0000000000,2019-01-21,2
114157,10.0000000000,2019-01-21,4
114158,12.0000000000,2019-01-21,1
114159,10.0000000000,2019-01-21,4
114160,8.0000000000,2019-01-21,2
114161,10.0000000000,2019-01-21,4
114162,8.0000000000,2019-01-21,2
114163,10.0000000000,2019-01-21,4
114164,12.0000000000,2019-01-21,1
114165,10.0000000000,2019-01-21,3
114166,8.0000000000,2019-01-21,2
114167,8.0000000000,2019-01-21,2
114168,10.0000000000,2019-01-21,4
114169,8.0000000000,2019-01-21,2
114170,10.0000000000,2019-01-21,4
114171,10.0000000000,2019-01-21,3
114172,12.0000000000,2019-01-21,1
114173,10.0000000000,2019-01-21,3
114174,10.0000000000,2019-01-21,4
114175,8.0000000000,2019-01-21,2
114176,10.0000000000,2019-01-21,4
114177,8.0000000000,2019-01-21,2
114178,10.0000000000,2019-01-21,3
114179,12.0000000000,2019-01-21,1
114180,10.0000000000,2019-01-21,3
114181,12.0000000000,2019-01-21,1
114182,8.0000000000,2019-01-21,2
114183,10.0000000000,2019-01-21,4
114184,8.0000000000,2019-01-21,2
114185,12.0000000000,2019-01-21,1
114186,10.0000000000,2019-01-21,3
114187,12.0000000000,2019-01-21,1
114188,10.0000000000,2019-01-21,3
114189,10.0000000000,2019-01-21,3
114190,8.0000000000,2019-01-21,2
114191,10.0000000000,2019-01-21,4
114192,8.0000000000,2019-01-21,2
114193,10.0000000000,2019-01-21,4
114194,8.0000000000,2019-01-21,2
114195,12.0000000000,2019-01-21,1
114196,10.0000000000,2019-01-21,3
114197,10.0000000000,2019-01-21,3
114198,12.0000000000,2019-01-21,1
114199,10.0000000000,2019-01-21,4
114200,8.0000000000,2019-01-21,2
114201,12.0000000000,2019-01-21,1
114202,12.0000000000,2019-01-21,1
114203,10.0000000000,2019-01-21,4
114204,10.0000000000,2019-01-21,3
114205,10.0000000000,2019-01-21,4
114206,8.0000000000,2019-01-21,2
114207,10.0000000000,2019-01-21,3
114208,12.0000000000,2019-01-21,1
114209,10.0000000000,2019-01-21,4
114210,12.0000000000,2019-01-21,1
114211,10.0000000000,2019-01-21,4
114212,8.0000000000,2019-01-21,2
114213,10.0000000000,2019-01-21,4
114214,12.0000000000,2019-01-21,1
114215,10.0000000000,2019-01-21,4
114216,12.0000000000,2019-01-21,1
114217,10.0000000000,2019-01-21,3
114218,12.0000000000,2019-01-21,1
114219,10.0000000000,2019-01-21,4
114220,8.0000000000,2019-01-21,2
114221,8.0000000000,2019-01-21,2
114222,8.0000000000,2019-01-21,2
114223,10.0000000000,2019-01-21,4
114224,12.0000000000,2019-01-21,1
114225,10.0000000000,2019-01-21,3
114226,12.0000000000,2019-01-21,1
114227,10.0000000000,2019-01-21,3
114228,12.0000000000,2019-01-21,1
114229,8.0000000000,2019-01-21,2
114230,10.0000000000,2019-01-21,4
114231,8.0000000000,2019-01-21,2
114232,8.0000000000,2019-01-21,2
114233,10.0000000000,2019-01-21,4
114234,12.0000000000,2019-01-21,1
114235,8.0000000000,2019-01-21,2
114236,10.0000000000,2019-01-21,4
114237,10.0000000000,2019-01-21,4
114238,8.0000000000,2019-01-21,2
114239,8.0000000000,2019-01-21,2
114240,12.0000000000,2019-01-21,1
114241,10.0000000000,2019-01-21,3
114242,12.0000000000,2019-01-21,1
114243,8.0000000000,2019-01-21,2
114244,8.0000000000,2019-01-21,2
114245,10.0000000000,2019-01-22,4
114246,8.0000000000,2019-01-22,2
114247,8.0000000000,2019-01-22,2
114248,10.0000000000,2019-01-22,4
114249,10.0000000000,2019-01-22,3
114250,12.0000000000,2019-01-22,1
114251,10.0000000000,2019-01-22,3
114252,12.0000000000,2019-01-22,1
114253,10.0000000000,2019-01-22,3
114254,8.0000000000,2019-01-22,2
114255,8.0000000000,2019-01-22,2
114256,12.0000000000,2019-01-22,1
114257,10.0000000000,2019-01-22,3
114258,10.0000000000,2019-01-22,3
114259,12.0000000000,2019-01-22,1
114260,10.0000000000,2019-01-22,3
114261,8.0000000000,2019-01-22,2
114262,10.0000000000,2019-01-22,4
114263,8.0000000000,2019-01-22,2
114264,10.0000000000,2019-01-22,4
114265,8.0000000000,2019-01-22,2
114266,10.0000000000,2019-01-22,3
114267,12.0000000000,2019-01-22,1
114268,10.0000000000,2019-01-22,3
114269,12.0000000000,2019-01-22,1
114270,10.0000000000,2019-01-22,3
114271,8.0000000000,2019-01-22,2
114272,10.0000000000,2019-01-22,4
114273,8.0000000000,2019-01-22,2
114274,8.0000000000,2019-01-22,2
114275,10.0000000000,2019-01-22,4
114276,10.0000000000,2019-01-22,4
114277,12.0000000000,2019-01-22,1
114278,10.0000000000,2019-01-22,3
114279,12.0000000000,2019-01-22,1
114280,10.0000000000,2019-01-22,4
114281,12.0000000000,2019-01-22,1
114282,10.0000000000,2019-01-22,3
114283,8.0000000000,2019-01-22,2
114284,10.0000000000,2019-01-22,4
114285,8.0000000000,2019-01-22,2
114286,10.0000000000,2019-01-22,4
114287,10.0000000000,2019-01-22,4
114288,10.0000000000,2019-01-22,3
114289,8.0000000000,2019-01-22,2
114290,10.0000000000,2019-01-22,4
114291,10.0000000000,2019-01-22,3
114292,10.0000000000,2019-01-22,3
114293,12.0000000000,2019-01-22,1
114294,10.0000000000,2019-01-22,3
114295,12.0000000000,2019-01-22,1
114296,10.0000000000,2019-01-22,4
114297,8.0000000000,2019-01-22,2
114298,10.0000000000,2019-01-22,4
114299,8.0000000000,2019-01-22,2
114300,8.0000000000,2019-01-22,2
114301,12.0000000000,2019-01-22,1
114302,10.0000000000,2019-01-22,4
114303,8.0000000000,2019-01-22,2
114304,12.0000000000,2019-01-22,1
114305,8.0000000000,2019-01-22,2
114306,10.0000000000,2019-01-22,4
114307,10.0000000000,2019-01-22,3
114308,10.0000000000,2019-01-22,4
114309,8.0000000000,2019-01-22,2
114310,12.0000000000,2019-01-22,1
114311,10.0000000000,2019-01-22,3
114312,12.0000000000,2019-01-22,1
114313,10.0000000000,2019-01-22,3
114314,12.0000000000,2019-01-22,1
114315,8.0000000000,2019-01-22,2
114316,10.0000000000,2019-01-22,4
114317,8.0000000000,2019-01-22,2
114318,10.0000000000,2019-01-22,4
114319,10.0000000000,2019-01-22,4
114320,12.0000000000,2019-01-22,1
114321,10.0000000000,2019-01-22,3
114322,10.0000000000,2019-01-22,4
114323,10.0000000000,2019-01-22,3
114324,8.0000000000,2019-01-22,2
114325,8.0000000000,2019-01-22,2
114326,12.0000000000,2019-01-22,1
114327,10.0000000000,2019-01-22,4
114328,8.0000000000,2019-01-22,2
114329,8.0000000000,2019-01-22,2
114330,10.0000000000,2019-01-22,4
114331,8.0000000000,2019-01-22,2
114332,8.0000000000,2019-01-22,2
114333,10.0000000000,2019-01-22,4
114334,10.0000000000,2019-01-22,3
114335,12.0000000000,2019-01-22,1
114336,10.0000000000,2019-01-22,3
114337,12.0000000000,2019-01-22,1
114338,10.0000000000,2019-01-22,3
114339,8.0000000000,2019-01-22,2
114340,8.0000000000,2019-01-22,2
114341,10.0000000000,2019-01-22,4
114342,8.0000000000,2019-01-22,2
114343,10.0000000000,2019-01-22,4
114344,10.0000000000,2019-01-22,3
114345,12.0000000000,2019-01-22,1
114346,10.0000000000,2019-01-23,3
114347,12.0000000000,2019-01-23,1
114348,12.0000000000,2019-01-23,1
114349,10.0000000000,2019-01-23,4
114350,8.0000000000,2019-01-23,2
114351,10.0000000000,2019-01-23,4
114352,8.0000000000,2019-01-23,2
114353,10.0000000000,2019-01-23,4
114354,10.0000000000,2019-01-23,3
114355,12.0000000000,2019-01-23,1
114356,12.0000000000,2019-01-23,1
114357,10.0000000000,2019-01-23,3
114358,8.0000000000,2019-01-23,2
114359,10.0000000000,2019-01-23,4
114360,10.0000000000,2019-01-23,3
114361,12.0000000000,2019-01-23,1
114362,10.0000000000,2019-01-23,3
114363,12.0000000000,2019-01-23,1
114364,10.0000000000,2019-01-23,4
114365,8.0000000000,2019-01-23,2
114366,8.0000000000,2019-01-23,2
114367,10.0000000000,2019-01-23,4
114368,10.0000000000,2019-01-23,4
114369,12.0000000000,2019-01-23,1
114370,10.0000000000,2019-01-23,4
114371,10.0000000000,2019-01-23,4
114372,10.0000000000,2019-01-23,3
114373,12.0000000000,2019-01-23,1
114374,10.0000000000,2019-01-23,3
114375,12.0000000000,2019-01-23,1
